stage,seed,arm,dyad_present,dyad_coupled_to_evidence,authored_access_used,dyad_coherent_safe_signals,dyad_settled_observations,dyad_field_weight_final,dyad_depth_precision_final,learned_settle_final,potential_outcome_packets,potential_competence_packets,potential_partner_packets,ingested_outcome_packets,ingested_competence_packets,ingested_partner_packets,initial_permission,final_permission,maximum_permission,permission_rise_episode,first_contact_episode,contact_achieved,contact_episodes,initial_root_probability,final_root_probability,revision_begin_episode,revision_complete_episode,descent_occurred,permission_before_revision,permission_to_revision_lag,root_updates,vulnerable_registered_rejections,vulnerable_aloneness_final,dyad_field_path,permission_path,root_path
pilot,34901,coupled,true,true,false,14,16,0.7996188927309995,0.6050513027371034,0.875,13,13,13,13,13,13,0.038395072015512205,0.9975268421131692,0.9975268421131692,5,5,true,14,0.06000000000000001,0.9999998414866234,6,6,true,true,1,14,4,0.9961361264034858,0.5882628759820016;0.5687955297427759;0.5945621984503915;0.6879285452468661;0.6672413378564881;0.7357626838353583;0.7700144968004526;0.7873223222158701;0.7580561816519029;0.7903075550891695;0.7169961870582888;0.7563380425893318;0.7738653152333026;0.8144520703127552;0.8107715143066457;0.803327408358043;0.800487379899841;0.7996188927309995,0.038395072015512205;0.038395072015512205;0.013322546407936765;0.013322546407936765;0.10917053035622717;0.9322254044301734;0.9322254044301734;0.9944425055289112;0.997093690353608;0.9946687730666407;0.9946687730666407;0.9971133296321689;0.9974503605882143;0.9975031072060963;0.997522475503285;0.997522475503285;0.9975263783110058;0.9975245905887329;0.9975268421131692,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.37228231841649917;0.8341679538112797;0.9456566110758498;0.9187627342911262;0.9896825859348419;0.9987723785713393;0.999867731679473;0.9999339110547271;0.9998983161381776;0.9999880101432772;0.9999965341002844;0.9999989024533846;0.9999996827354044;0.9999998414866234
pilot,34901,no_dyad,false,false,false,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.038395072015512205,0.038395072015512205,0.038395072015512205,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,34901,decoupled,true,false,false,14,16,0.7996188927309995,0.6050513027371034,0.875,13,13,13,0,0,0,0.038395072015512205,0.038395072015512205,0.038395072015512205,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.5882628759820016;0.5687955297427759;0.5945621984503915;0.6879285452468661;0.6672413378564881;0.7357626838353583;0.7700144968004526;0.7873223222158701;0.7580561816519029;0.7903075550891695;0.7169961870582888;0.7563380425893318;0.7738653152333026;0.8144520703127552;0.8107715143066457;0.803327408358043;0.800487379899841;0.7996188927309995,0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,34901,authored_access,false,false,true,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.038395072015512205,0.038395072015512205,0.038395072015512205,0,1,true,18,0.06000000000000001,0.9999999995816136,3,4,true,false,0,18,0,0.62,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205;0.038395072015512205,0.06000000000000001;0.3512297621379089;0.5427601099911444;0.7224318387411781;0.9602908219382056;0.9955692733952451;0.9994755565668635;0.9998483442422977;0.9997666745572854;0.9999724846844246;0.9999967557968261;0.9999996508398663;0.9999998255508071;0.9999997315844978;0.9999999683531343;0.9999999908519398;0.9999999971030902;0.9999999991625994;0.9999999995816136
pilot,34902,coupled,true,true,false,12,14,0.8124903328129993,0.5404440502854779,0.8571428571428571,9,9,9,9,9,9,0.029827252858018172,0.9975105022499918,0.9975105022499918,8,8,true,11,0.06000000000000001,0.9999997786974476,9,9,true,true,1,11,7,0.9999129736723787,0.4028357712503951;0.41441632056025113;0.41318200705736036;0.3655567640694585;0.3729800777575288;0.39045572103337645;0.41843786149415585;0.5202716381161278;0.6202436603552395;0.6194123875359787;0.5397844263660678;0.5758336743721573;0.6668845391280812;0.6893397578899783;0.6385988396977639;0.7128437944433277;0.7522047446300933;0.8124903328129993,0.029827252858018172;0.029827252858018172;0.029827252858018172;0.012028260713055718;0.012028260713055718;0.012028260713055718;0.11572987303674019;0.11572987303674019;0.9197308451946407;0.9197308451946407;0.9939282127804839;0.9970304038047157;0.9970304038047157;0.9940444668389855;0.9970435190657992;0.9970435190657992;0.9974406284806445;0.9975105022499918;0.9975105022499918,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.37228231841649917;0.8341679538112797;0.7490132539083003;0.965191127552483;0.9961335752516216;0.9995425788006357;0.9999507496922566;0.9999844034149253;0.9999928867219738;0.9999979437766954;0.9999997786974476
pilot,34902,no_dyad,false,false,false,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.029827252858018172,0.029827252858018172,0.029827252858018172,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,34902,decoupled,true,false,false,12,14,0.8124903328129993,0.5404440502854779,0.8571428571428571,9,9,9,0,0,0,0.029827252858018172,0.029827252858018172,0.029827252858018172,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.4028357712503951;0.41441632056025113;0.41318200705736036;0.3655567640694585;0.3729800777575288;0.39045572103337645;0.41843786149415585;0.5202716381161278;0.6202436603552395;0.6194123875359787;0.5397844263660678;0.5758336743721573;0.6668845391280812;0.6893397578899783;0.6385988396977639;0.7128437944433277;0.7522047446300933;0.8124903328129993,0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
pilot,34902,authored_access,false,false,true,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.029827252858018172,0.029827252858018172,0.029827252858018172,0,1,true,18,0.06000000000000001,0.9999999999998808,2,3,true,false,0,18,0,0.62,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172;0.029827252858018172,0.06000000000000001;0.18087388666753335;0.6723117085342495;0.9456566110758498;0.9938531752172587;0.9992713230463457;0.9999215247196229;0.9999915534639606;0.9999990909301342;0.9999998928183061;0.9999998193379593;0.9999999805561469;0.9999999979073448;0.9999999997532707;0.9999999999734457;0.999999999991591;0.9999999999961648;0.9999999999988913;0.9999999999998808
pilot,34903,coupled,true,true,false,14,16,0.7919924612626825,0.5634959650961819,0.8125,13,13,13,13,13,13,0.04470193997368902,0.8862685354595419,0.9930866388990379,4,4,true,8,0.06000000000000001,0.9996483220501072,7,7,true,true,3,8,10,0.9999980471367158,0.506541498718483;0.5897476900603463;0.674901881336992;0.7336671925241115;0.7185869511537347;0.7258903717270245;0.7409211751934743;0.707922709454837;0.7418485441829245;0.7621141242529649;0.7236087157087295;0.7610335868432241;0.7774633110983813;0.7614761616867711;0.7815213084599747;0.7894703320203195;0.8077087401136018;0.7919924612626825,0.04470193997368902;0.04470193997368902;0.30276827492548797;0.30276827492548797;0.9055836151558893;0.7632612350420244;0.7632612350420244;0.9077126792119342;0.8862655997510449;0.0681213614906081;0.0681213614906081;0.009806142191439384;0.007101241940164394;0.009806142698718847;0.009806142698718847;0.06812146804703734;0.886268535454086;0.9930866388990379;0.8862685354595419,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.3512297621379089;0.21882262943038175;0.49213978397719843;0.9000386262594468;0.987074598295729;0.987074598295729;0.987074598295729;0.987074598295729;0.987074598295729;0.987074598295729;0.987074598295729;0.987074598295729;0.9730236650177226;0.9970250411828346;0.9996483220501072
pilot,34903,no_dyad,false,false,false,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.04470193997368902,0.04470193997368902,0.04470193997368902,0,0,false,0,0.06000000000000001,0.06000000000000001,0,0,false,true,0,0,18,0.9999999999217837,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902;0.04470193997368902,0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001;0.06000000000000001
