stage,seed,true_competence,competence_evidence_episodes,competence_successes,competence_posterior,baseline_risk,role_future_risk,obsolete_future_risk,baseline_permission,role_permission,obsolete_permission,role_shift,obsolete_shift,obsolete_sign_margin,sign_prediction_matches,posteriors_flat_during_policy_evaluation,obsolescence_penalty_read
exploratory_post_freeze,14801,0.8430484111539562,4,2,0.35999999999999993,0.602,0.29200000000000004,0.7451200000000001,0.06168760025073821,0.9420239115156948,0.10008144142273236,0.8803363112649566,0.038393841171994146,0.10513599999999967,true,true,false
exploratory_post_freeze,14802,0.6600944544755134,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14803,0.2344297535067703,4,0,0.0007398843930635846,0.7097780346820809,0.39977803468208095,0.9995559051354873,0.019693852607684654,0.8323593584099851,0.006725405356182542,0.8126655058023005,-0.012968447251502112,-0.21751131499749432,true,true,false
exploratory_post_freeze,14804,0.6853868655376509,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14805,0.7440790369497197,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14806,0.27583433881298913,4,1,0.02,0.704,0.394,0.98788,0.020959110247229705,0.8410417883827476,0.007640063242420634,0.8200826781355178,-0.01331904700480907,-0.20453600000000005,true,true,false
exploratory_post_freeze,14807,0.542660744063798,4,2,0.35999999999999993,0.602,0.29200000000000004,0.7451200000000001,0.06168760025073821,0.9420239115156948,0.10008144142273236,0.8803363112649566,0.038393841171994146,0.10513599999999967,true,true,false
exploratory_post_freeze,14808,0.2117703799404913,4,1,0.02,0.704,0.394,0.98788,0.020959110247229705,0.8410417883827476,0.007640063242420634,0.8200826781355178,-0.01331904700480907,-0.20453600000000005,true,true,false
exploratory_post_freeze,14809,0.3313626431918968,4,0,0.0007398843930635846,0.7097780346820809,0.39977803468208095,0.9995559051354873,0.019693852607684654,0.8323593584099851,0.006725405356182542,0.8126655058023005,-0.012968447251502112,-0.21751131499749432,true,true,false
exploratory_post_freeze,14810,0.37477657716396107,4,2,0.36000000000000004,0.602,0.292,0.7451199999999999,0.06168760025073821,0.942023911515695,0.10008144142273256,0.8803363112649568,0.038393841171994354,0.10513600000000012,true,true,false
exploratory_post_freeze,14811,0.4971098314804643,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14812,0.3924587906516692,4,2,0.3600000000000001,0.602,0.292,0.7451199999999999,0.06168760025073821,0.942023911515695,0.10008144142273256,0.8803363112649568,0.038393841171994354,0.10513600000000012,true,true,false
exploratory_post_freeze,14813,0.9201157095049148,4,4,0.9976653319463642,0.4107004004160908,0.10070040041609074,0.10279996646188676,0.3503037286387749,0.9925517170919755,0.9923790217269667,0.6422479884532006,0.6420752930881918,1.097380954699249,true,true,false
exploratory_post_freeze,14814,0.6740549564717666,4,4,0.9976653319463642,0.4107004004160908,0.10070040041609074,0.10279996646188676,0.3503037286387749,0.9925517170919755,0.9923790217269667,0.6422479884532006,0.6420752930881918,1.097380954699249,true,true,false
exploratory_post_freeze,14815,0.24617421979726606,4,0,0.0007398843930635846,0.7097780346820809,0.39977803468208095,0.9995559051354873,0.019693852607684654,0.8323593584099851,0.006725405356182542,0.8126655058023005,-0.012968447251502112,-0.21751131499749432,true,true,false
exploratory_post_freeze,14816,0.6654636183793126,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14817,0.6888462749888213,4,2,0.36000000000000043,0.6019999999999999,0.29199999999999987,0.7451199999999997,0.061687600250738286,0.942023911515695,0.10008144142273277,0.8803363112649567,0.038393841171994486,0.10513600000000034,true,true,false
exploratory_post_freeze,14818,0.6819922585963005,4,2,0.3600000000000001,0.602,0.292,0.7451199999999999,0.06168760025073821,0.942023911515695,0.10008144142273256,0.8803363112649568,0.038393841171994354,0.10513600000000012,true,true,false
exploratory_post_freeze,14819,0.9928872738211458,4,4,0.9976653319463642,0.4107004004160908,0.10070040041609074,0.10279996646188676,0.3503037286387749,0.9925517170919755,0.9923790217269667,0.6422479884532006,0.6420752930881918,1.097380954699249,true,true,false
exploratory_post_freeze,14820,0.7615432811298926,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14821,0.10086364343164389,4,0,0.0007398843930635846,0.7097780346820809,0.39977803468208095,0.9995559051354873,0.019693852607684654,0.8323593584099851,0.006725405356182542,0.8126655058023005,-0.012968447251502112,-0.21751131499749432,true,true,false
exploratory_post_freeze,14822,0.7644946187513431,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14823,0.09205257721440518,4,0,0.0007398843930635846,0.7097780346820809,0.39977803468208095,0.9995559051354873,0.019693852607684654,0.8323593584099851,0.006725405356182542,0.8126655058023005,-0.012968447251502112,-0.21751131499749432,true,true,false
exploratory_post_freeze,14824,0.7181748991706083,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14825,0.6640062841434218,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14826,0.010421225443062454,4,0,0.0007398843930635846,0.7097780346820809,0.39977803468208095,0.9995559051354873,0.019693852607684654,0.8323593584099851,0.006725405356182542,0.8126655058023005,-0.012968447251502112,-0.21751131499749432,true,true,false
exploratory_post_freeze,14827,0.6432546658660534,4,1,0.02000000000000001,0.704,0.394,0.98788,0.020959110247229705,0.8410417883827476,0.007640063242420634,0.8200826781355178,-0.01331904700480907,-0.20453600000000005,true,true,false
exploratory_post_freeze,14828,0.5720931656421682,4,2,0.3600000000000001,0.602,0.292,0.7451199999999999,0.06168760025073821,0.942023911515695,0.10008144142273256,0.8803363112649568,0.038393841171994354,0.10513600000000012,true,true,false
exploratory_post_freeze,14829,0.5309812207903786,4,2,0.3600000000000001,0.602,0.292,0.7451199999999999,0.06168760025073821,0.942023911515695,0.10008144142273256,0.8803363112649568,0.038393841171994354,0.10513600000000012,true,true,false
exploratory_post_freeze,14830,0.9525344726089553,4,4,0.9976653319463642,0.4107004004160908,0.10070040041609074,0.10279996646188676,0.3503037286387749,0.9925517170919755,0.9923790217269667,0.6422479884532006,0.6420752930881918,1.097380954699249,true,true,false
exploratory_post_freeze,14831,0.008431644014428086,4,0,0.0007398843930635846,0.7097780346820809,0.39977803468208095,0.9995559051354873,0.019693852607684654,0.8323593584099851,0.006725405356182542,0.8126655058023005,-0.012968447251502112,-0.21751131499749432,true,true,false
exploratory_post_freeze,14832,0.247238384262215,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14833,0.801663764885721,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14834,0.6706940670175938,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14835,0.02576203849700409,4,0,0.0007398843930635846,0.7097780346820809,0.39977803468208095,0.9995559051354873,0.019693852607684654,0.8323593584099851,0.006725405356182542,0.8126655058023005,-0.012968447251502112,-0.21751131499749432,true,true,false
exploratory_post_freeze,14836,0.9887467027312538,4,4,0.9976653319463642,0.4107004004160908,0.10070040041609074,0.10279996646188676,0.3503037286387749,0.9925517170919755,0.9923790217269667,0.6422479884532006,0.6420752930881918,1.097380954699249,true,true,false
exploratory_post_freeze,14837,0.03362987128235417,4,0,0.0007398843930635846,0.7097780346820809,0.39977803468208095,0.9995559051354873,0.019693852607684654,0.8323593584099851,0.006725405356182542,0.8126655058023005,-0.012968447251502112,-0.21751131499749432,true,true,false
exploratory_post_freeze,14838,0.6990802028636331,4,3,0.9394082840236687,0.42817751479289934,0.1181775147928994,0.17160865235811062,0.30790058307696694,0.990987124156691,0.9838936597662568,0.683086541079724,0.6759930766892899,0.9844514973565351,true,true,false
exploratory_post_freeze,14839,0.3447760616290845,4,1,0.02,0.704,0.394,0.98788,0.020959110247229705,0.8410417883827476,0.007640063242420634,0.8200826781355178,-0.01331904700480907,-0.20453600000000005,true,true,false
exploratory_post_freeze,14840,0.687699448979936,4,1,0.02000000000000001,0.704,0.394,0.98788,0.020959110247229705,0.8410417883827476,0.007640063242420634,0.8200826781355178,-0.01331904700480907,-0.20453600000000005,true,true,false
