seed,segment_q_broad,segment_q_narrowed,primary_spearman,primary_strong_response,primary_weak_response,primary_zero_response,primary_ordered,primary_strong_root_revision,primary_zero_root_revision,primary_broad_attribution,primary_narrowed_attribution,primary_broad_minus_narrowed,primary_broad_cue_revision,primary_narrowed_cue_revision,medium_near_twin_similarity,short_zero_root_revision,short_zero_null_probability,short_association_cue1,short_association_cue2,short_association_cue3,short_association_cue4,short_association_cue5,short_association_cue6,short_association_cue7,short_association_cue8,medium_zero_root_revision,medium_zero_null_probability,medium_association_cue1,medium_association_cue2,medium_association_cue3,medium_association_cue4,medium_association_cue5,medium_association_cue6,medium_association_cue7,medium_association_cue8,long_zero_root_revision,long_zero_null_probability,long_association_cue1,long_association_cue2,long_association_cue3,long_association_cue4,long_association_cue5,long_association_cue6,long_association_cue7,long_association_cue8
806117,1,0,1.0,0.11693795911360116,0.05049150059075369,0.0008369741016976823,1,0.1652384204866203,0.00027986085783426873,0.12297341538461537,0.04226500510200493,0.08070841028261044,0.42000000000000015,0.4238777445549238,0.9426229508196722,0.0019907086217452186,0.9703966190804255,0.7121844784830433,0.8489397276369834,0.7121844784830433,0.5044405071379361,0.5044405071379361,0.5241416791897902,0.5241416791897902,0.500122388429873,0.00027986085783426873,0.9909829071440138,0.8769230769230768,0.8538461538461322,0.6430232378242275,0.6625443199027119,0.5006242602746452,0.5001457836790488,0.5092589934770145,0.49989853510282556,8.196111142078077e-05,0.9950231456932315,0.8959183673469387,0.8938775510204081,0.6816326530606774,0.6816326530606774,0.5001828232194323,0.5000701488531866,0.5000027170420313,0.4999298511468135
806118,2,0,1.0,0.23135678267224613,0.10018941035365081,8.827993400416234e-05,1,0.2638279100648421,-0.00014836939129991844,0.2281892307692307,0.035638679295611375,0.19255055147361932,0.41999999999999993,0.42720003086757274,0.9262295081967213,-8.754982859920935e-05,0.9951044628050781,0.8748325075022706,0.9249981913443327,0.5020995847798957,0.7121844784830433,0.49987761157012695,0.49987761157012695,0.5241416791897902,0.5002853401874536,-0.00014836939129991844,0.9955061198739503,0.8846153846153846,0.9384615384615385,0.618215077224042,0.7615378091518794,0.4997925901480285,0.49997988649812786,0.5001457836790488,0.5002959165832327,-6.033839113994688e-05,0.997047792818211,0.8938775510204081,0.9102040816326531,0.6816326530606774,0.7163265306122449,0.49991565122337744,0.49972313475915797,0.49995928950883073,0.5000149844183825
806119,2,2,1.0,0.267556477466262,0.15759235944490269,0.0003279013134932368,1,0.36231606323556365,0.0016786535963366767,0.21449787692307476,0.1478181863124889,0.06667969061058587,0.42000000000000004,0.4472376168502943,0.9098360655737705,0.011939220307189857,0.9424955638876494,0.8748325075022706,0.8196578619911818,0.558263898620597,0.7121844784830433,0.5100632763196613,0.500122388429873,0.5010564466881092,0.5020995847798957,0.0016786535963366767,0.983280838681111,0.8615384615384579,0.8692307692307687,0.7461479624213185,0.6888102838059329,0.5014146982654445,0.4999578626712585,0.499854216320951,0.5002074098519715,0.0002662591234938727,0.99421306612483,0.8857142857142857,0.9040816326530612,0.7142857142857143,0.6938775510204032,0.5002243913135269,0.5000084218751849,0.49991565122337744,0.5000055010811019
806120,2,0,1.0,0.21403427382686047,0.12530690515919785,0.00018443029123138555,1,0.2782445559749186,3.014268527590236e-05,0.24188058461538453,0.036363971359534064,0.20551661325585047,0.41999999999999993,0.42804907848732443,0.9590163934426229,0.0,0.9953481009875922,0.8748325075022706,0.8748325075022706,0.5100632763196613,0.5100632763196613,0.5,0.5100632763196613,0.5241416791897902,0.5005529675176738,3.014268527590236e-05,0.997261073631803,0.9076923076923077,0.8846153846153846,0.6888102838059329,0.7615378091518794,0.5000421373287415,0.5001457836790488,0.5002074098519715,0.5009303395784984,1.345391971041554e-05,0.9984640441850722,0.8918367346938776,0.8877551020408163,0.7122448979591837,0.7204081632653061,0.5000188076222236,0.5,0.5000701488531866,0.5002243913135269
806121,2,0,1.0,0.2107936053153362,0.09446387387828636,0.0004081586289268191,1,0.2686585165783697,0.00014836939130014049,0.23275301538461546,0.03590550119375424,0.19684751419086122,0.42000000000000004,0.42747849840435614,0.9426229508196722,0.0007557225553546099,0.9894355331189083,0.8748325075022706,0.8999795737863062,0.8489397276369834,0.5100632763196613,0.5010564466881092,0.5020995847798957,0.5002853401874536,0.5020995847798957,0.00014836939130014049,0.9955061198739503,0.8923076923076924,0.8923076923076924,0.7615378091518794,0.5900753653767998,0.5002074098519715,0.5002074098519715,0.5004265709388053,0.5021971032350938,0.0,0.9986740762835726,0.9102040816326531,0.8877551020408163,0.7061224489795919,0.6755102040766348,0.5,0.5014141779485746,0.5001231469241235,0.5000027170420313
806122,2,2,1.0,0.3275447122957368,0.14035943639409298,7.74648468736816e-05,1,0.4174589470435861,4.999947996231491e-05,0.2692632923076924,0.1481956547358937,0.12106763757179873,0.42000000000000015,0.45939575651257836,0.9426229508196722,0.011939220307189857,0.9424955638876494,0.9499998964835197,0.8196578619911818,0.5241416791897902,0.8489397276369834,0.5100632763196613,0.5044405071379361,0.5002853401874536,0.4994470324823262,4.999947996231491e-05,0.997261073631803,0.9538461538461539,0.8923076923076924,0.5900753653767998,0.7461479624213185,0.5000421373287415,0.5002074098519715,0.49989853510282556,0.49997988649812786,-2.23168235974347e-05,0.9984640441850722,0.9061224489795918,0.9102040816326531,0.6755102040766348,0.7061224489795919,0.4999811923777764,0.5000584689167862,0.4999972829579688,0.4999972829579688
806123,2,0,1.0,0.2397260609468529,0.12356820349285313,0.00024461899878738813,1,0.2686585165783697,4.884953050565688e-05,0.23275301538461546,0.03590550119375424,0.19684751419086122,0.42000000000000004,0.42747849840435614,0.9426229508196722,-0.0002041163862401274,0.9942931962509274,0.8999795737863062,0.9499998964835197,0.7787073336985905,0.7121844784830433,0.49971465981254637,0.5100632763196613,0.5020995847798957,0.5002853401874536,4.884953050565688e-05,0.997040846094421,0.8923076923076924,0.9461538461538461,0.7615378091518794,0.6984074219415387,0.5000682881670518,0.5014146982654445,0.5000421373287415,0.5002959165832327,-6.0245378820100726e-06,0.9986244270531457,0.8918367346938776,0.9224489795918367,0.7122448979591837,0.6816326530606774,0.4999915781248152,0.5000339037554503,0.5001231469241235,0.49997686119039764
806124,1,0,1.0,0.11991263938698238,0.0489030493383143,1.4745909449095929e-05,1,0.13918431357417582,3.0614131572015424e-05,0.1028961230539659,0.03628819052020993,0.06660793253375596,0.41999999999999993,0.4227330415252256,0.9672131147540983,0.0019907086217452186,0.9703966190804255,0.8489397276369834,0.8999795737863062,0.558263898620597,0.558263898620597,0.5044405071379361,0.5005529675176738,0.5010564466881092,0.5005529675176738,3.0614131572015424e-05,0.997040846094421,0.8153846153142499,0.9307692307692308,0.6625443199027119,0.6888102838059329,0.5000682881670518,0.5000421373287415,0.5001014648971743,0.49999999999999994,-1.0373313454270505e-05,0.9983802833278372,0.8775510204081632,0.9102040816326531,0.6918367346938662,0.7142857142857143,0.49997686119039764,0.5000084218751849,0.5000487916616958,0.5000584689167862
806125,2,0,1.0,0.19551830545516657,0.07344981702730852,0.0002715327605590234,1,0.24918999714874157,0.00030514494556577176,0.21449787692307476,0.03469212022566681,0.17980575669740795,0.42000000000000004,0.4263925197704256,0.9344262295081968,0.003176471996146568,0.9703966190804255,0.8748325075022706,0.9249981913443327,0.5100632763196613,0.6258300548386628,0.5044405071379361,0.6258300548386628,0.5044405071379361,0.5005529675176738,0.00030514494556577176,0.9930682222444138,0.8615384615384579,0.8923076923076924,0.5409101231910712,0.7538441521318918,0.5004265709388053,0.5002959165832327,0.5014146982654445,0.4999578626712585,-3.935165359791881e-06,0.998652235130027,0.8857142857142857,0.9020408163265307,0.6816326530606774,0.6979591836734684,0.499994498918898,0.499994498918898,0.5004285743871147,0.49995928950883073
806126,2,1,1.0,0.26956106256352996,0.11838940039036283,0.0009714288968205864,1,0.3369513282044122,3.874729631625495e-05,0.24644436923076918,0.09050695897364303,0.15593741025712615,0.41999999999999993,0.44065183710782496,0.9508196721311475,0.0009714525996902257,0.9894355331189083,0.9499998964835197,0.8196578619911818,0.6258300548386628,0.558263898620597,0.5010564466881092,0.5020995847798957,0.5005529675176738,0.5010564466881092,3.874729631625495e-05,0.997261073631803,0.9153846153846154,0.9,0.6888102838059329,0.6625443199027119,0.5000421373287415,0.5000682881670518,0.49997988649812786,0.5056354504228082,-9.354632068170332e-05,0.9966767950122447,0.889795918367347,0.8857142857142857,0.6918367346938662,0.6755102040766348,0.49989826923506864,0.5001017307649313,0.4999972829579688,0.5002768652408421
806127,2,0,1.0,0.22259564477993488,0.11280198493382942,0.005950469333371539,1,0.2782445559749186,0.001011995329345483,0.24188058461538453,0.036363971359534064,0.20551661325585047,0.41999999999999993,0.42804907848732443,0.9426229508196722,0.003176471996146568,0.9703966190804255,0.9249981913443327,0.8999795737863062,0.8196578619911818,0.8489397276369834,0.5044405071379361,0.6258300548386628,0.5241416791897902,0.5005529675176738,0.001011995329345483,0.983280838681111,0.9076923076923077,0.9,0.6984074219415387,0.7069984791320391,0.5014146982654445,0.5004265709388053,0.5409101231910712,0.49997988649812786,3.935165359569837e-06,0.998652235130027,0.9102040816326531,0.889795918367347,0.6959183673469366,0.7204081632653061,0.5000055010811019,0.5000115548636205,0.5000055010811019,0.4999718848350782
806128,2,0,1.0,0.2097535883503232,0.08843534074943338,0.0002456496452303697,1,0.2782445559749186,-3.0142685275735825e-05,0.24188058461538453,0.036363971359534064,0.20551661325585047,0.41999999999999993,0.42804907848732443,0.9098360655737705,-8.754982859920935e-05,0.9951044628050781,0.9749999971245416,0.8489397276369834,0.5100632763196613,0.7121844784830433,0.49987761157012695,0.5100632763196613,0.500122388429873,0.5002853401874536,-3.0142685275735825e-05,0.997261073631803,0.9076923076923077,0.8769230769230768,0.5409101231910712,0.7769230162195884,0.4999578626712585,0.5014146982654445,0.5002074098519715,0.49989853510282556,-2.0112014531115108e-05,0.9982779461485444,0.926530612244898,0.9122448979591836,0.6530612164091726,0.6999999999999995,0.4999718848350782,0.5000027170420313,0.5000027170420313,0.5000487916616958
806129,2,0,1.0,0.20700343712779912,0.11116863889607842,4.975305196720792e-05,1,0.2638279100648421,-5.551115123125783e-17,0.2281892307692307,0.035638679295611375,0.19255055147361932,0.41999999999999993,0.42720003086757274,0.9672131147540983,0.003176471996146568,0.9703966190804255,0.9249981913443327,0.8196578619911818,0.7121844784830433,0.5044405071379361,0.5044405071379361,0.5020995847798957,0.5010564466881092,0.5020995847798957,-5.551115123125783e-17,0.9974253681906469,0.8846153846153846,0.8923076923076924,0.7229605783915422,0.6984074219415387,0.49999999999999994,0.5001014648971743,0.5000682881670518,0.5002074098519715,-2.0112014531115108e-05,0.9982779461485444,0.8979591836734694,0.9020408163265307,0.726530612244898,0.7244897959183674,0.4999718848350782,0.49998501558161734,0.5000407104911693,0.499994498918898
806130,2,0,1.0,0.19522558404915058,0.11564123251454694,0.0001259868258643021,1,0.2589727135345875,0.0004465607914992953,0.22362544615384605,0.035347267380741454,0.1882781787731046,0.42000000000000004,0.4269261788877182,0.9590163934426229,0.0007557225553546099,0.9894355331189083,0.8999795737863062,0.8999795737863062,0.5020995847798957,0.8196578619911818,0.5010564466881092,0.5,0.5005529675176738,0.500122388429873,0.0004465607914992953,0.9909829071440138,0.8769230769230768,0.8769230769230768,0.6773077237215305,0.7692305657230146,0.5006242602746452,0.499854216320951,0.5001014648971743,0.49989853510282556,6.03383911400579e-05,0.997047792818211,0.8918367346938776,0.8979591836734694,0.710204081632653,0.689795918367322,0.5000843487766226,0.4996565079272575,0.49996609624454963,0.4999512083383042
806131,2,0,1.0,0.21512121897594816,0.1359712399726139,0.0005609649688177176,1,0.2638279100648421,7.25823051879182e-05,0.2281892307692307,0.035638679295611375,0.19255055147361932,0.41999999999999993,0.42720003086757274,0.9590163934426229,0.007198493184303323,0.9424955638876494,0.9249981913443327,0.9499998964835197,0.8489397276369834,0.7787073336985905,0.5100632763196613,0.5,0.5002853401874536,0.5044405071379361,7.25823051879182e-05,0.9967023908418319,0.8846153846153846,0.9076923076923077,0.7461479624213185,0.7692305657230146,0.5001014648971743,0.4999578626712585,0.5034846441328719,0.5006242602746452,-1.345391971041554e-05,0.9984640441850722,0.8979591836734694,0.9061224489795918,0.7122448979591837,0.7285714285714285,0.4999811923777764,0.4998503002172998,0.5,0.5000339037554503
806132,2,1,1.0,0.24646918397812212,0.12988870065470837,0.00010711095824565697,1,0.29128176288323515,0.0,0.20537030769223474,0.08591145519100041,0.11945885250123434,0.42000000000000015,0.4348772810195831,0.9590163934426229,0.00026238398215205905,0.9942931962509274,0.8489397276369834,0.9249981913443327,0.5020995847798957,0.5241416791897902,0.5002853401874536,0.5002853401874536,0.5010564466881092,0.5005529675176738,0.0,0.9974253681906469,0.8461538461537232,0.9230769230769231,0.7229605783915422,0.7229605783915422,0.49999999999999994,0.5002074098519715,0.5004265709388053,0.5001014648971743,0.0,0.9986740762835726,0.8775510204081632,0.9102040816326531,0.710204081632653,0.7081632653061225,0.5,0.5002768652408421,0.5000487916616958,0.49998501558161734
806133,2,2,1.0,0.289852850588451,0.06664201126074876,0.00016492781723173588,1,0.36231606323556365,4.999947996231491e-05,0.21449787692307476,0.1478181863124889,0.06667969061058587,0.42000000000000004,0.4472376168502943,0.9590163934426229,0.0006561421265072198,0.9926270997643492,0.8999795737863062,0.8999795737863062,0.6258300548386628,0.558263898620597,0.5005529675176738,0.7787073336985905,0.5005529675176738,0.5241416791897902,4.999947996231491e-05,0.997261073631803,0.8615384615384579,0.9,0.5409101231910712,0.6430232378242275,0.5000421373287415,0.5002959165832327,0.5004265709388053,0.5001457836790488,6.527494817776258e-06,0.998652235130027,0.8734693877551021,0.8979591836734694,0.6734693877448497,0.6959183673469366,0.5000055010811019,0.5000231388096023,0.5000027170420313,0.4999972829579688
806134,2,1,1.0,0.25549833134262323,0.0888107130220171,0.00019339721408817567,1,0.3321478307454099,-0.0008554913254242291,0.24188058461538453,0.09026724613002535,0.15161333848535918,0.41999999999999993,0.4399804400281683,0.9508196721311475,0.009252940099626183,0.9424955638876494,0.8748325075022706,0.8196578619911818,0.6258300548386628,0.5044405071379361,0.5100632763196613,0.5100632763196613,0.49971465981254637,0.5005529675176738,-0.0008554913254242291,0.9879055854795206,0.9076923076923077,0.8846153846153846,0.6773077237215305,0.5900753653767998,0.4990696604215016,0.5001457836790488,0.500020113501872,0.5000682881670518,-0.00020633857552704304,0.99421306612483,0.9,0.9061224489795918,0.6836734693874984,0.6918367346938662,0.4997756086864729,0.5000188076222236,0.5000055010811019,0.5000339037554503
