seed,strategy,episode,regime,correct,samples,first_channel,posterior_confidence,estimated_reliability_1,estimated_reliability_2,estimated_reliability_3,surprise
8601,efe,1,before,true,1,2,0.0020000000000000018,0.501,0.6,0.501,0.10977999999999999
8601,efe,2,before,true,1,1,0.0020000000000000018,0.6,0.5987963891675026,0.501,0.19540839999999998
8601,efe,3,before,false,1,2,0.1975927783350051,0.5987963891675026,0.501,0.501,0.2838913726469526
8601,efe,4,before,false,1,3,0.0020000000000000018,0.5492044726805232,0.501,0.501,0.14924487179908033
8601,efe,5,before,false,1,3,0.0020000000000000018,0.548538054271276,0.501,0.501,0.22663100000328265
8601,efe,6,before,true,1,2,0.0020000000000000018,0.5478797030860133,0.5844146232166864,0.501,0.28655218000256044
8601,efe,7,before,false,1,3,0.0020000000000000018,0.5224178655858546,0.5454026786731351,0.501,0.15017881518089873
8601,efe,8,before,true,1,1,0.04483573117170914,0.6142678407890143,0.5448359166165826,0.501,0.2222782550227997
8601,efe,9,before,false,1,3,0.0020000000000000018,0.6129409888652052,0.544274817173885,0.501,0.28359703891778376
8601,efe,10,before,true,1,1,0.2258819777304104,0.5973707045937224,0.5216192578585738,0.501,0.1379916771997762
8601,efe,11,before,false,1,3,0.0020000000000000018,0.5961911299678356,0.5213208452068453,0.501,0.21785350821582544
8601,efe,12,before,true,1,3,0.0020000000000000018,0.5950224725886372,0.5210261989091683,0.501,0.27970573640834384
8601,efe,13,before,false,1,3,0.0020000000000000018,0.5471025110018084,0.5097468855752069,0.501,0.1477757134793287
8601,efe,14,before,true,1,3,0.0020000000000000018,0.5464616271158529,0.5096059383627213,0.5133521816357067,0.22504505651387635
8601,efe,15,before,true,1,1,0.09292325423170578,0.6298779982288079,0.5094669544037266,0.5132317835240974,0.27545285629995775
8601,efe,16,before,true,1,1,0.2597559964576157,0.6866465667225116,0.509329908506886,0.5131117529260184,0.2965985759687254
8601,efe,17,before,true,1,1,0.37329313344502313,0.6367647694168165,0.5042174706440048,0.5074514876063095,0.13530277261366516
8601,efe,18,before,true,1,1,0.27352953883363296,0.6915238177867179,0.5041551923661233,0.5073645283586768,0.18577713751978112
8601,efe,19,before,true,1,1,0.3830476355734358,0.7314077232852539,0.5040938194190979,0.507278296783319,0.21316311227330229
8601,efe,20,before,true,1,1,0.4628154465705079,0.7617498150950807,0.5040333390621816,0.5071927935094974,0.22577061475105775
8601,efe,21,before,true,1,1,0.5234996301901613,0.7856059932245322,0.5039737387216021,0.5071080189909436,0.22893096658010292
8601,efe,22,before,true,1,1,0.5712119864490643,0.8048531021835968,0.5039150059887391,0.5070239735086528,0.2261404606366294
8601,efe,23,before,true,1,1,0.6097062043671937,0.8207075491785217,0.5038571286183104,0.5069406571737218,0.219718142405398
8601,efe,24,before,true,1,1,0.6414150983570435,0.8339923140684588,0.5038000945265666,0.5068580699302295,0.21120767993201106
8601,efe,25,before,true,1,1,0.6679846281369175,0.8452841099651442,0.5037438917894954,0.5067762115581547,0.2016333239078599
8601,efe,26,before,true,1,1,0.6905682199302885,0.854999087266912,0.5036885086410354,0.5066950816763314,0.19166775706585876
8601,efe,27,before,true,1,1,0.709998174533824,0.8634450754109874,0.5036339334712999,0.5066146797454333,0.18174444470794887
8601,efe,28,before,true,1,1,0.7268901508219747,0.870854673579196,0.5035801548248109,0.5065350050709906,0.17213392056616125
8601,efe,29,before,true,1,1,0.741709347158392,0.8774069093169453,0.503527161398744,0.5064560568064287,0.1629960876275272
8601,efe,30,before,true,1,1,0.7548138186338906,0.8832418219769734,0.5034749420411831,0.5063778339561329,0.15441629066792142
8601,efe,31,before,true,1,1,0.7664836439539469,0.8884705281993216,0.5034234857493874,0.5063003353785303,0.1464302685073679
8601,efe,32,before,true,1,1,0.7769410563986432,0.8931823221998529,0.5033727816680691,0.5062235597891899,0.1390414160582447
8601,efe,33,before,true,1,1,0.7863646443997059,0.8974497822750753,0.5033228190876822,0.5061475057639356,0.1322326945101738
8601,efe,34,before,true,1,1,0.7948995645501507,0.9013325074921551,0.5032735874427237,0.5060721717419705,0.12597480232810299
8601,efe,35,before,true,1,1,0.8026650149843102,0.9048798949115916,0.5032250763100466,0.5059975560290092,0.12023172907777273
8601,efe,36,before,false,1,1,0.8097597898231832,0.8621998494538053,0.5031772754071846,0.5059236568004165,0.29259701958085993
8601,efe,37,before,true,1,1,0.7243996989076107,0.8673574948329295,0.5031301745906893,0.5058504721043471,0.2587640398718313
8601,efe,38,before,true,1,1,0.7347149896658589,0.8721193349395863,0.5030837638544803,0.505777999864888,0.23123547022801996
8601,efe,39,before,true,1,1,0.7442386698791725,0.8765287631394708,0.5030380333282067,0.5057062378851978,0.2087115531846689
8601,efe,40,before,true,1,1,0.7530575262789416,0.8806230541935443,0.5029929732756231,0.5056351838506404,0.19016893637958218
8601,efe,41,before,true,1,1,0.7612461083870885,0.8844344059956916,0.5029485740929764,0.5055648353319147,0.1748012061197513
8601,efe,42,before,true,1,1,0.7688688119913831,0.8879907754826917,0.5029048263074074,0.5054951897881724,0.16197227540348663
8601,efe,43,before,true,1,1,0.7759815509653833,0.8913165546495186,0.5028617205753645,0.5054262445701271,0.15117984341344656
8601,efe,44,before,true,1,1,0.7826331092990373,0.8944331212500407,0.5028192476810304,0.5053579969231484,0.14202674572945678
8601,efe,45,before,true,1,1,0.7888662425000814,0.8973592904724144,0.5027773985347631,0.5052904439903423,0.13419848672513035
8601,efe,46,before,true,1,1,0.7947185809448287,0.9001116877588552,0.5027361641715492,0.5052235828156131,0.12744561574719088
8601,efe,47,before,true,1,1,0.8002233755177104,0.9027050583771333,0.5026955357494712,0.5051574103467072,0.12156989871626188
8601,efe,48,before,true,1,1,0.8054101167542667,0.9051525259178661,0.5026555045481884,0.505091923438237,0.1164134640145377
8601,efe,49,before,true,1,1,0.8103050518357322,0.9074658092853234,0.5026160619674307,0.5050271188546797,0.11185027951211045
8601,efe,50,before,true,1,1,0.8149316185706468,0.9096554057544839,0.5025771995255067,0.5049629932733555,0.10777945698239705
8601,efe,51,before,true,1,1,0.8193108115089678,0.9117307461281939,0.5025389088578253,0.5048995432873776,0.10411998932403375
8601,efe,52,before,true,1,1,0.8234614922563879,0.9137003268324861,0.5025011817154305,0.5048367654085765,0.10080661149324519
8601,efe,53,before,false,1,1,0.8274006536649723,0.8851299319912639,0.5024640099635507,0.5047746560703954,0.2794717709376564
8601,efe,54,before,true,1,1,0.7702598639825278,0.8878759300585155,0.5024273855801608,0.504713211630756,0.24341622011004774
8601,efe,55,before,true,1,1,0.775751860117031,0.8904910960630924,0.5023913006545593,0.5046524283748938,0.21468721282320427
8601,efe,56,before,true,1,1,0.7809821921261848,0.8929842844836733,0.5023557473859575,0.5045923025181598,0.19170173139999228
8601,efe,57,before,true,1,1,0.7859685689673466,0.8953635692688744,0.5023207180820844,0.5045328302087911,0.17322307393178193
8601,efe,58,before,true,1,1,0.7907271385377488,0.8976363280042425,0.5022862051578038,0.5044740075306451,0.15828483632220341
8601,efe,59,before,true,1,1,0.7952726560084851,0.8998093154178175,0.5022522011337451,0.5044158305058994,0.14613159980922688
8601,efe,60,before,true,1,1,0.799618630835635,0.90188872776725,0.50221869863495,0.5043582950977162,0.136172651097376
8601,efe,61,before,true,1,1,0.8037774555345001,0.9038802594014183,0.5021856903895299,0.5043013972128676,0.12794586992505505
8601,efe,62,before,true,1,1,0.8077605188028365,0.9057891525841265,0.5021531692273391,0.5042451327043258,0.12108954894732363
8601,efe,63,before,false,1,1,0.811578305168253,0.8814107192219357,0.5021211280786613,0.5041894973738118,0.2935792940552716
8601,efe,64,before,true,1,1,0.7628214384438714,0.8838874344478228,0.502089559972909,0.5041344869743081,0.25521524208989294
8601,efe,65,before,false,1,1,0.7677748688956456,0.8206372875833867,0.501,0.5019692535184984,0.1770255905671958
8601,efe,66,before,true,1,1,0.6412745751667734,0.8284224568627974,0.501,0.5019414434127407,0.17775605116125587
8601,efe,67,before,true,1,1,0.6568449137255947,0.8355461294290428,0.501,0.5019140019563274,0.17661013133030107
8601,efe,68,before,true,1,1,0.6710922588580857,0.842088462528804,0.501,0.5018869249395176,0.1741460719977985
8601,efe,69,before,true,1,1,0.684176925057608,0.8481171665919451,0.501,0.501860208181503,0.17078171811513862
8601,efe,70,before,true,1,1,0.6962343331838903,0.8536898309211655,0.501,0.5018338475307887,0.1668281300291261
8601,efe,71,before,true,1,1,0.7073796618423309,0.8588557467000615,0.501,0.5018078388655536,0.1625152924035557
8601,efe,72,before,true,1,1,0.717711493400123,0.8636573496716433,0.501,0.5017821780939874,0.15801176879674517
8601,efe,73,before,true,1,1,0.7273146993432866,0.8681313719483421,0.501,0.5017568611546084,0.15343971679956744
8601,efe,74,before,true,1,1,0.7362627438966842,0.8723097691472462,0.501,0.5017318840165587,0.14888634788561603
8601,efe,75,before,true,1,1,0.7446195382944925,0.8762204723705017,0.501,0.5017072426798801,0.14441266319333734
